	aneu	text	label	insulte	grau	rol	tipus	insults
2315	tweet17_1591839413625126915	@Rita_Maestre @Monica_Garcia_G @ierrejon Cada vegada que pense que s governa Ayuso és per la traiccion d'errejon,em fa fàstic,no oblidem Rita,que us olvidis rpido de cmo empez tot	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['em fa fàstic']
2165	tweet55_1235206717211922435	@IreneMontero Fotre filla ni la teua mateixa t'aclareixes . An no et vas adonar que eres molt de barriada???? Et queda molt gran la poltica	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fotre', 'de barriada']
2155	tweet38_1234953159837208577	@laSextaTV Si el propi ferreras diu que no és imparcial sinó d'esquerres....	NOVIOLENTO	NO				[]
1327	tweet55_1591888528400683009	@JC_C_A Solo els queda dimitir i amagar-se  fàstic de PP fàstic d'ayuso	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fàstic', 'fàstic']
821	tweet16_1235544523847200768	@IreneMontero Jajja no hi ha per on agafar est engendre de proposicin de llei.	NOVIOLENTO	NO				[]
1275	tweet98_1591857252633567232	@salvadorilla @eldiarioes Preocpate per la de Catalua, que aqueixa si que fa fàstic i no la governa Ayuso. Si no els teus socis d'indults, pressupostos, sedicions i dems traïcions.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fa fàstic', 'dems traïcions']
1750	tweet50_1235210627536343040	@IreneMontero Compartint el missatge de fons l'eslògan és una estupidesa mal plantejada que no hi ha per on agafar.  D'un Ministeri espere poltica seriosa.  Això no ho és.	NOVIOLENTO	NO				[]
1467	tweet31_1235292655917174786	@laSextaTV Llibertat d'expresin, crec que es diu. Que pell tan fina.	NOVIOLENTO	NO				[]
1424	tweet69_1234997629215358977	@laSextaTV Té tota la razn.	NOVIOLENTO	NO				[]
1288	tweet12_1591824622957506561	@AntonioMaestre Del sud, del nord de l'est i de l'oest. Però d'Espaa. I no per la Sanitat Pblica, q us importa una puta merda, si s'ha de jutjar pels Pressupostos, sinó contra Ayuso, evidentment  https://t.co/ooe7oafxxr	NOVIOLENTO	SI				['una puta merda']
1328	tweet56_1593658152465096707	@J_Zaragoza_ És curiós que no tens els collons d'acusar a Daz Ayuso de corrupcin obertament. Saps que et caera una querella per difamacin. Eres el tpico nio repel·lent i covard que difon rumors a l'escola i tira pessics de monja. No s com no et fas fàstic.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['nio repel·lent', 'covard', 'No s com no et fas fàstic']
1167	tweet73_1235269174135488513	@IreneMontero On es pot imprimir el consentiment??	NOVIOLENTO	NO				[]
303	tweet8_1591814277547323393	@ccarballo50 Ara és quan la filla de puta de l'Ayuso ,tira els seus gossos a llavar-li la cara en el Twitter.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['la filla de puta']
648	tweet58_1234991196730052608	@laSextaTV Ja el dej clar Carreras que abans de ser periodista és d'esquerres.	NOVIOLENTO	NO				[]
804	tweet93_1234849185242980354	@laSextaTV El nico que se salva de la vostra cadena , Alfonso Ars; els dems, morralla periodstica al servei de la ultraizquierda.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['morralla periodstica']
1125	tweet98_1591031234968297472	@DebatAlRojoVivo Que sabr aquest com es viu en Catalua. Govern de felones. Fàstic profund.  Vinga li donarem a l'Ayuso que és el vostre. Cmplices.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fàstic profund']
2239	tweet94_1235356331663597568	"@IreneMontero ""Germana jo si et crec"" Les menors de Balears i la menor de València, no són germanes teues?"	NOVIOLENTO	NO				[]
2499	tweet67_1235218624396263424	@IreneMontero @PabloIglesias Perquè camina que poses bé a les dones de borratxes,vaja cerebrito	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['vaja cerebrito']
1961	tweet50_1592519247695314944	@Monica_Garcia_G Todava estic esperant que la mema diga cul és el seu pla quan aconseguisca tirar a Ayuso. El seu pla és governar sense pla. No té ni puta idea del que falla perquè no ho sap sealar, però et diu que si no la votes eres dolent. Ens l'hem de llevar de damunt com siga	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['la mema', 'ni puta idea']
2567	tweet75_1235193682342694914	@IreneMontero Filla dt. t'has lluït amb aqueix eslògan i per a això et paguen i ests ocupant un cadira en el ministeri,en la meua família la majora són dones i tant la meua mare,les meues tas com les meues cosines vull que arriben a casa bé i el nico que fas amb aquest eslògan és fomentar l'alcholismo	NOVIOLENTO	NO				[]
1031	tweet84_1592059445844279301	@SanWicente Aquest to ha perdut el cap completament... Són psicpatas, tant el cmo la puta desequilibrada d'ayuso.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Son psicpatas', 'la puta desequilibrada']
2664	tweet23_1235191992004620289	@IreneMontero Soles, borratxes, lcidas, ballant, cantant La Marsellesa, o cmo els isca dels nassos. Deixeu a les dones en pau! Qu desaparega ja el puto patriarcat!	NOVIOLENTO	SI				['puto patriarcat']
2702	tweet84_1235188512758149120	@IreneMontero Totes les dones tenen dret a tornar a casa i res justifica una agresin, ben dit Irene.	NOVIOLENTO	NO				[]
876	tweet5_1593526452405915648	@Puntual24H Que fàstic sempre ayuso	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Que fàstic']
2266	tweet45_989518050297868288	La candidata per a diputada de #BajaCalifornia, Adriana Lpez Quintero, cerca vots d'est forma!!!....#Ridiculo #NoMasPri  #MasDeLoMismo  #Elecciones2018  #EleccionesMxico https://t.co/u5yncx73vm	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Ridiculo']
2027	tweet41_1235189936200044544	@IreneMontero I de les nias tutelades de Mallorca que van ser abusades direu alguna cosa?? O a aquestes no es mereixen arribar sanes i borratxes a casa perquè els implicats són amiguetes???	NOVIOLENTO	NO				[]
1242	tweet61_1592165331971211266	@rosamariaartal @TwitDiscordante És una vergenza el vostre sectarisme. Que la sanitat est feta un desastre és evident, però és una cosa absolutament generalitzada en Espaa. Vosaltres us centris en Ayuso per un simple inters sectari. Qu passa en la resta d'autonomas?, no tens res a dir?. Qu fàstic	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sectarisme', 'sectari', 'Qu fàstic']
1700	tweet88_1235461038587473920	@IreneMontero Posar a una ignorant de ministra a fer lleis és perillós. Que damunt necessite un mascle alfa de vicepresident per a defensar-la és costós i ridculo.  Si no hi ha testimonis com es donen suport als jutges en les testificals? Eres idiota. #PesteComunista	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['ignorant', 'Eres idiota']
2819	tweet63_1235178617270939648	@laSextaTV @cayetanaAT Poc es critica a la secta per a com divulga les notícies.Lamentable	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['secta', 'Lamentable']
2010	tweet17_1235712930727018501	@IreneMontero Per cert porq tub q eixir @PabloIglesias a defensar-la? Esq ella no sap defensar-se soleta? La culpa és del patriarcat veritat @IreneMontero ?? no deixen q t'expresses lliurement i et fan callar??	NOVIOLENTO	NO				[]
5	tweet8_1235325991029006339	@IreneMontero Com és possible q el coronavirus afecte  els mdicos i vosaltres no enxampes ni un...és rar...	NOVIOLENTO	NO				[]
100	tweet76_1235478448908324864	@laSextaTV I qu razn té	NOVIOLENTO	NO				[]
59	tweet7_1235471424967577600	@laSextaTV Despus de les misses retransmeses per la 2TVE, aquest és el primer canal, juntament amb Tele5 ms intil de la TDT? Jo el metera en els telebotigues.	NOVIOLENTO	NO				[]
1768	tweet79_1235337215724736515	@IreneMontero Eres una ignorant i punt.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ignorant']
2013	tweet25_1234854101458001922	@laSextaTV @cayetanaAT Jo done suport a la llibertat d'expresin de #cayetanaAT	NOVIOLENTO	NO				[]
2409	tweet30_1235175121846927360	@laSextaTV @cayetanaAT La Secta.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['La Secta']
2719	tweet16_1235036902857814018	@laSextaTV @cayetanaAT Retrctense vostès de les seues mentides, han saltat vostès com ressort, vostès no són periodistes sol manipuladors a sou dels seus amos en la ultra esquerra globalista i populista.  Em sume a la crtica d'aquesta seora, tot el meu suport.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['manipuladors']
888	tweet17_1591892339207065600	@salvadostv Vergenza lvarez cascos  pp partit d'intiles prepotents. Fàstic de pas que an té gent que continua votant a aquests intiles com feijo i ayuso.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['intiles', 'prepotents', 'Fàstic de', 'intiles']
2046	tweet65_1235260618229284864	@laSextaTV Perquè no li falta ni un pice de razn, la veritat.  Ha definit a @laSextaTV cmo el que és, una secta de la desinformacin.  Lstima que aquesta dona valenta est en el partit equivocat, per a VOX la volguera jo.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['secta']
918	tweet54_1592168302092390400	on estan els que decian que ayuso és la puta mestressa que us veja jo males bèsties	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['males bèsties']
2020	tweet33_990968138932961280	@marianiten1973 @DiarioOle Jajaja que pelotudo que sos però bueh, sent seguidora d'aqueix equip de merda que es poda esperar #equipochico #seguiparticipando #daspena	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['de merda', 'daspena']
858	tweet70_1235153539409891328	@laSextaTV És perquè la majora dels espaoles pensem el mateix. I per cert jo no vora la sisena ni encara que em pagaren per fer-ho.	NOVIOLENTO	NO				[]
1	tweet4_1234994540265631744	@laSextaTV Lgico, el rar és que vosaltres no reconozcais que és as	NOVIOLENTO	NO				[]
885	tweet14_1592265157648220161	@ppmadrid @IdiazAyuso Fàstic ens doneu criminal corruptes ja ho tennis tot perdut feijoonarco mai ser president d  i Ayuso a prisin per deixar morir als avis donar comissions al seu germà i dems fatxes sou fem. https://t.co/4o9dpveizv	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['Fàstic ens doneu', 'criminal corruptes', 'feijoonarco', 'a prisin', 'per deixar morir', 'sou fem']
2337	tweet42_1592483342880243715	@juanlobato_és Tan gran que Ayuso va traure majora absoluta i t et menjaràs una puta merda	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['et menjaràs una puta merda']
2859	tweet27_1234980494497828864	@laSextaTV Des que Ferreras minti i s'invent això dels terroristes suïcides el 11M per a manipular els morts contra el PP, tots sabem que és un sectari que treballa per a l'esquerra ms radical.  Debera estar inhabilitat, però és el director.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['minti', 's'invent', 'manipular', 'és un sectari']
2814	tweet53_1234892323764436992	@laSextaTV Perquè estic totalment d'acord amb ella, per ej avui Antena3 (foto @BrunoFerTer ) https://t.co/jkheszmthm	NOVIOLENTO	NO				[]
2745	tweet51_1234916687490797571	@laSextaTV @04040600t No merecis una altra cosa @cayetanaAT diu veritats com puos.	NOVIOLENTO	NO				[]
88	tweet57_1235245598342885376	@laSextaTV Cayetana té tota la razn	NOVIOLENTO	NO				[]
1333	tweet61_1593680655535292417	Em cague en déu, tancarà tuiter i Ayuso em continua tenint bloquejat. És com morir i quedar-te només en el vaco eternament, perquè tots els teus sers estimats, lgicamente, estn en el puto infern, perquè són els teus sers estimats però tambin uns fills de puta. Ayuso, t'estime!	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Em cague en déu', 'uns fills de puta']
1334	tweet62_1591349429604614144	@PSOE @juanlobato_és Que ho comprovem en pandèmia, que us va ser igual la salut i sanitat dels madrileos si podais anar contra Ayuso, fills de puta	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fills de puta']
39	tweet64_1234994707270291456	@laSextaTV @cayetanaAT Quanta razn tens !!! No t'achantes ... dóna'ls duro	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['dóna'ls dur']
2195	tweet7_1235028428954320896	@laSextaTV Bravo per ella @cayetanaAT	NOVIOLENTO	NO				[]
429	tweet71_1235251936439554048	@IreneMontero Vull arribar :sola i sense por, sola i segura, sola sintindome protegida, vull anar-me de la discoteca sense tenir q mirar atrs, sense portar el mvil a la mà, sense córrer al portal amb la clau a la mà...  Tennis taaaanto dnde triar... I elegs sola i borratxa.  Ole	NOVIOLENTO	NO				[]
987	tweet31_1592223511569117184	De fer gràcia a fer fàstic. Ni m'agrada Ayuso, ni m'agrada ningn poltico, però aquest tipus de titular em regira l'estmago. Tot, absolutament tot, est podrit. https://t.co/uilhgcydbh	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fer fàstic']
719	tweet55_1234949999324278784	@laSextaTV I s'atreveixen a donar-nos lliçons aquests pijosprogres als humils treballadors de cmo hem de viure que hem de pensar que hem de menjar com hem de vestir	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['pijosprogres']
2085	tweet21_1235195686695645191	"@IreneMontero ""Feminisme punitiu"": quan el gnero es va reduir al càstig. De Guadalupe Snchez. https://t.co/jmdczts6n3"	NOVIOLENTO	NO				[]
2459	tweet10_1235312436095389707	@IreneMontero La teua llei me la passe per on Àtila el cavall.	NOVIOLENTO	NO				[]
721	tweet57_989333331811688450	@AlvaritoMorales #Ridiculo Jajajajajaja	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Ridiculo']
2681	tweet53_990606891666558976	#AlavsAtleti fins condisc se'm permetrà a Diego Costa fer el que li ix dels ous en tots els camps que trepitja?jo no estaria orgullós de tenir en el meu equip un jugador as #dasasco	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['dasasco']
1316	tweet43_1591861140203634689	@ismaelquesada Qu sinvergenzas!!!! , porqu n es manifesten per aquest govern que ens ha portat a la ruïna?? , n,  només en contra d'Isabel Daz Ayuso....que fàstic de gent...	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Qu sinvergenzas', 'que fàstic de gent']
593	tweet75_1591572823004573698	@laSextaXplica Jo, no sóc de Madrid, però si ho fóra i vera el vostre programa votara Ayuso!!! És que no hi ha ms coses de les quals parlar?  Melilla, sedicin... se us veu el plomall. Fàstic no, el següent. MAYORIA ABSOLUTA	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fàstic no, el següent']
1274	tweet97_1592303248144498689	Quin zocotroco. Qu to ms carallot, per Déu.  T i els teus li menjareu el toto a Ayuso i als seus seguidors. Comemierda, venut. Feu molt FÀSTIC.  #PsoeNuncaMs !! https://t.co/yb2fyzozfa	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['zocotroco', 'carallot', 'li menjareu el toto', 'Comemierda', 'venut', 'Feu molt FÀSTIC']
2300	tweet95_1235263369617330176	@laSextaTV @cayetanaAT Fa molt bé a no rectificar perquè porta tota la razn. La sisena és una tv portaveu al servei de l'esquerra,populismes i de l'extrema esquerra.	NOVIOLENTO	NO				[]
2272	tweet54_1235239494561026048	@IreneMontero L'alcoholisme és una malaltia que contagia a tots els que estn al seu voltant.	NOVIOLENTO	NO				[]
2104	tweet54_1235190442322518018	@IreneMontero @PODEM Aquesta dona est en el cim poltica d'Espaa. Ingressa ms de 5.000 al mes. I tots sabem per qu. Per quin. Pablitty woman.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	[]
1198	tweet12_1592578134213545984	@FuentSalas SACA LA TEUA PUTA LLENGUA DEL CUL D'AYUSO. https://t.co/2k3yqgboji	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['LA TEUA PUTA LLENGUA', 'CUL']
1679	tweet54_1235232279556956169	"@IreneMontero Borratxa? Quin exemple per a la joventut promou vostè. L'alcohol és un problema molt greu i uds el banalitzen amb un eslògan tronat i perillós. Deberan eliminar-ho si de debò els importen les dones, nias i adolescents. O quiz va dirigit  a ""el seu pblico"" que és as..."	NOVIOLENTO	NO				[]
326	tweet35_1591875977491406848	@Amartinbeaumont No era una manifestacin, va ser una kedada de gent d'esquerres que viu de puta mare, sense ningn problema reseable. No tenan res a fer i van decidir passar el diumenge as, després, molts d'ells, van anar a missa. Ayuso no té que preocupar-se, té la majora assegurada.	NOVIOLENTO	SI				['de puta mare']
1048	tweet6_1591891411095670785	@isatielmes @IdiazAyuso @maca_ponts @fernavillalain @davidrugo @ismaelquesada @SerranoAlfonso @PPAsamblea @ppmadrid @corralcpedro @luisdacadenas @alberloav Jo no  diguera puta  a la neofeixista Ayuso com en aqueix cartell, la diguera assassina per deixar morir a ms de 7000 ancians sense assistència hospitalària. Espere que acabe en la carcel	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['neofeixista', 'assassina', 'per deixar morir', 'Espere que acabe en la carcel']
2439	tweet75_1235256992966508545	@IreneMontero @IgualdadGob L'educacin i els valors són molt importants per a arribar a Ministra, qualsevol pot ser-ho . Pena de pas.	VIOLENT	SI	MODERAT	PASSIU	ALTRE	['Pena de pas']
1210	tweet25_1591767075802025985	Ho confesse i m'acuse: m'estn entrant unes ganes irreprimibles de votar a Ayuso. És a dir, m'estn entrant unes ganes irreprimibles de votar en contra de tots els fills de puta que en Espaa són.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['els fills de puta']
1188	tweet1_1591902743379189760	@Confidencia9 @Monica_Garcia_G Que es pose la bata per a treballar si tant el preocupa la sanitat, però només el preocupa xuplar del pot, atiar a la gent i criticar a Ayuso aqueixa és el seu miserable aportacin. Que fàstic	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['xuplar del pot', 'Que fàstic']
1413	tweet55_1235216469019029504	@IreneMontero Poca creativitat, talent i preparacin com per a tan si més no elaborar un eslògan que no de vergenza aliena. És el que té envoltar-se de palmeros amb ms exaltacin que preparacin.	NOVIOLENTO	NO				[]
2649	tweet1_1235193935863123968	@laSextaTV @cayetanaAT Cayetana és la mes brillant del PP i per això molesta a la Sexta. Sens dubte, és el camí a seguir i espere que el PP resistisca l'envit meditico. Dit això, Cayetana, si vols donar el discurs de VOX, vés-te a VOX. El PP és el responsable que La Sexta siga el que és. FUIG	NOVIOLENTO	NO				[]
652	tweet63_1235195377466343424	@IreneMontero @IgualdadGob Djelo. La cagada est feta i ho desbaratarà ms.	NOVIOLENTO	NO				[]
2688	tweet63_1235199672064626693	@IreneMontero @PabloIglesias Quina ficades de potes ests tenint. Si és que d'on no hi ha no es pot traure	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['d'on no hi ha no es pot traure']
2733	tweet35_1235268192156688384	@IreneMontero Fomentais l'alcoholisme en la joventut i la juventuda	NOVIOLENTO	NO				[]
2422	tweet53_1235310929560186885	@laSextaTV És que les veritats ofenen, no? Perquè existeix la llibertat d'expresin i si no us agrada.... doncs a trencar-la.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['a trencar-la']
2709	tweet93_1235201539070926849	@IreneMontero @IgualdadGob Van arribar els lemes chonis als ministeris.	NOVIOLENTO	NO				[]
2149	tweet27_1234992588576346113	@laSextaTV La secta, niu de miserables populistes i manipuladors.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['niu de', 'miserables', 'manipuladors']
